No;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/family-and-consumer-sciences-research-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/audiology-and-neuro-otology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/imagen-diagnostica/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/strength-and-conditioning-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['1230'];;;;;;[];['12'];https://scirev.org/journal/cochrane-database-of-systematic-reviews/;['Editor'];['no'];['n/a'];['optional'];;;;['6.10']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-occupational-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/european-physical-education-review/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/research-quarterly-for-exercise-and-sport/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-aging-and-physical-activity/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-healthcare-communications/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/assistive-technology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/folia-phoniatrica-et-logopaedica/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/noise-and-health/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/canadian-journal-of-respiratory-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-physician-assistant-education/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-pharmacy-practice/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revue-francophone-dorthoptie/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/poznan-studies-in-contemporary-linguistics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/digital-investigation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/kinesiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/medicine-health-care-and-philosophy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/archives-of-pathology-and-laboratory-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-deaf-studies-and-deaf-education/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-occupational-rehabilitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/informatics-for-health-and-social-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revista-iberoamericana-de-fisioterapia-y-kinesiologia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-strength-and-conditioning-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/topics-in-language-disorders/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/annals-of-clinical-and-laboratory-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-bodywork-and-movement-therapies/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/expert-review-of-ophthalmology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/methods-of-information-in-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/athletic-therapy-today/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-intellectual-disabilities/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/hong-kong-physiotherapy-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/research-and-practice-for-persons-with-severe-disabilities/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/otjr-occupation-participation-and-health/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-rehabilitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-sport-management/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/sports-medicine-and-arthroscopy-review/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-annals-of-the-deaf/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/jala/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-special-needs-education/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/manual-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['25'];['13'];['7'];;;;;;[];['2'];https://scirev.org/journal/revue-francophone-de-recherche-en-ergothérapie/;['n/a'];['no'];['8'];['open access'];;;;[]
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/foot/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/child-language-teaching-and-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-physiotherapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-rehabilitation-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/scandinavian-journal-of-medicine-and-science-in-sports/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/prosthetics-and-orthotics-international/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/disability-and-society/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/rural-remote-health/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/archives-of-physical-medicine-and-rehabilitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-developmental-and-physical-disabilities/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/brain-and-language/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-optometry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-audiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revista-internacional-de-medicina-y-ciencias-de-la-actividad-fisica-y-del-deporte/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-nutrition-supplement/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nutrition-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-nursing-administration/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-nursing-care-quality/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nutrition-research-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/gastroenterology-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/archives-of-gerontology-and-geriatrics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/mediterranean-journal-of-nutrition-and-metabolism/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-applied-gerontology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/perioperative-nursing-clinics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/healthcare-management-forum/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/bariatric-nursing-and-surgical-patient-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nurse-leader/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/worldviews-on-evidence-based-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-emergency-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-palliative-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-school-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/psychogeriatrics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-obesity/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-gerontologist/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nutrition-and-health/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-medicinal-food/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/annual-review-of-nutrition/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/logopedics-phoniatrics-vocology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/sciences-sociales-et-sante/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/critical-care-nursing-quarterly/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/australasian-emergency-nursing-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/newborn-and-infant-nursing-review/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/western-journal-of-nursing-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/european-geriatric-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-radiology-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/primary-care-diabetes/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-for-vitamin-and-nutrition-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cambridge-quarterly-of-healthcare-ethics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nursing-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-housing-for-the-elderly/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/alzheimer-disease-and-associated-disorders/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-transcultural-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/issues-in-mental-health-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/congestive-heart-failure/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-nutrition-education-and-behavior/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/online-journal-of-issues-in-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/health-care-analysis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-perinatal-and-neonatal-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/polish-journal-of-food-and-nutrition-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/informatics-for-health-and-social-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/british-journal-of-community-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nursing-ethics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-gerontological-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/acta-paulista-de-enfermagem/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nutritional-neuroscience/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-gerontological-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-nursing-education/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/theoretical-medicine-and-bioethics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/mental-health-and-social-inclusion/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/british-journal-of-community-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-urological-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/polish-journal-of-food-and-nutrition-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/the-journal-for-the-association-for-vascular-access/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nursing-administration-quarterly/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-journal-of-oncology-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/psycho-oncologie/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-substance-abuse-treatment/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/aorn-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/hec-forum/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/current-opinion-in-clinical-nutrition-and-metabolic-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-family-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/seminars-in-oncology-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/maternal-and-child-nutrition/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-orthopaedic-and-trauma-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/personality-and-mental-health/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/expert-review-of-obstetrics-and-gynecology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-medicine-and-philosophy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-palliative-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/canadian-journal-of-dietetic-practice-and-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/japan-journal-of-nursing-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/proceedings-of-the-nutrition-society/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-critical-care/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nutricion-hospitalaria/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/contemporary-nurse/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/resuscitation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-vascular-nursing/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
